"id","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha","rainfall","mean_temperature","extractable_phosphorous","total_potassium","sand_content","soil_organic_carbon","pH","root_depth"
370,1816,64,20.0873362445415,0,752,22,2068,1135,37,12,7.30000019073486,115
371,2156,46,10.0436681222707,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
372,2196,92,10.0436681222707,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
373,2084,46,20.0873362445415,0,1170,20,646,328,33.5,22,6.05000019073486,150
374,2416,92,20.0873362445415,0,1170,20,646,328,33.5,22,6.05000019073486,150
375,2540,138,20.0873362445415,0,1170,20,646,328,33.5,22,6.05000019073486,150
376,760,18,20.0873362445415,0,674,22,1708,934,36,14,8.05000019073486,150
377,1160,41,20.0873362445415,0,674,22,1708,934,36,14,8.05000019073486,150
378,1000,64,20.0873362445415,0,674,22,1708,934,36,14,8.05000019073486,150
379,1964,64,20.0873362445415,0,756,20,929,865,42,31,7.34999990463257,147
380,2108,128,20.0873362445415,0,756,20,929,865,42,31,7.34999990463257,147
381,2164,192,20.0873362445415,0,756,20,929,865,42,31,7.34999990463257,147
382,2040,46,20.0873362445415,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
383,2332,92,20.0873362445415,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
384,680,18,20.0873362445415,0,702,22,2037,1123,40.5,14,7.05000019073486,75
385,840,41,20.0873362445415,0,702,22,2037,1123,40.5,14,7.05000019073486,75
386,880,64,20.0873362445415,0,702,22,2037,1123,40.5,14,7.05000019073486,75
387,600,18,20.0873362445415,0,712,21,1048,917,38.5,21.5,7.40000009536743,150
388,920,41,20.0873362445415,0,712,21,1048,917,38.5,21.5,7.40000009536743,150
389,800,64,20.0873362445415,0,712,21,1048,917,38.5,21.5,7.40000009536743,150
390,2136,46,30.1310043668122,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
391,2492,92,30.1310043668122,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
392,2436,46,40.174672489083,0,1170,20,646,328,33.5,22,6.05000019073486,150
393,2568,92,40.174672489083,0,1170,20,646,328,33.5,22,6.05000019073486,150
394,2932,138,40.174672489083,0,1170,20,646,328,33.5,22,6.05000019073486,150
395,2008,64,40.174672489083,0,756,20,929,865,42,31,7.34999990463257,147
396,2324,128,40.174672489083,0,756,20,929,865,42,31,7.34999990463257,147
397,2464,192,40.174672489083,0,756,20,929,865,42,31,7.34999990463257,147
398,2552,46,60.2620087336245,0,1170,20,646,328,33.5,22,6.05000019073486,150
399,2728,92,60.2620087336245,0,1170,20,646,328,33.5,22,6.05000019073486,150
400,3084,138,60.2620087336245,0,1170,20,646,328,33.5,22,6.05000019073486,150
401,2160,64,60.2620087336245,0,756,20,929,865,42,31,7.34999990463257,147
402,2472,128,60.2620087336245,0,756,20,929,865,42,31,7.34999990463257,147
403,2596,192,60.2620087336245,0,756,20,929,865,42,31,7.34999990463257,147
404,3140,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
405,4160,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
406,4710,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
407,2720,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
408,3990,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
409,5360,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
410,2790,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
411,3990,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
412,4790,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
413,7155,60,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
414,6390,120,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
415,6844,180,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
416,7735,60,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
417,7241,120,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
418,8172,180,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
419,6645,60,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
420,8251,120,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
421,8486,180,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
422,8103,60,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
423,8230,120,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
424,9187,180,30.1310043668122,0,1916,19,782,362,28,38.5,5.09999990463257,150
425,2839,32,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
426,3648,64,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
427,4232,96,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
428,4364,128,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
429,3037,32,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
430,3963,64,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
431,4501,96,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
432,4949,128,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
433,3200,32,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
434,4101,64,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
435,4831,96,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
436,5297,128,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
437,3710,32,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
438,4327,64,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
439,5159,96,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
440,5942,128,20.0873362445415,0,724,23,3185,615,26,24.5,7.09999990463257,93
441,5310,18,20.0873362445415,0,1424,22,1976,428,33,40,5.40000009536743,150
442,6000,41,20.0873362445415,0,1424,22,1976,428,33,40,5.40000009536743,150
443,6840,64,20.0873362445415,0,1424,22,1976,428,33,40,5.40000009536743,150
444,3070,46,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
445,3000,92,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
446,3860,138,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
447,3980,184,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
448,3860,46,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
449,3950,92,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
450,4180,138,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
451,4470,184,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
452,4190,46,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
453,4180,92,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
454,4410,138,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
455,5140,184,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
456,4960,46,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
457,4660,92,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
458,5100,138,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
459,5500,184,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
460,4348,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
461,5158,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
462,5645,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
463,5913,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
464,6051,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
465,4649,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
466,5212,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
467,5520,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
468,5653,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
469,5728,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
470,3760,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
471,4309,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
472,4588,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
473,4774,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
474,4873,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
475,4343,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
476,4941,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
477,5285,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
478,5484,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
479,5542,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
480,4082,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
481,4576,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
482,4852,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
483,5030,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
484,5107,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
485,4803,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
486,5667,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
487,6239,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
488,6580,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
489,6667,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
490,4674,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
491,5770,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
492,6636,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
493,7123,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
494,7403,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
495,4455,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
496,5277,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
497,5678,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
498,5901,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
499,6018,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
500,3507,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
501,4322,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
502,4888,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
503,5195,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
504,5335,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
505,4142,46,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
506,5010,92,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
507,5686,138,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
508,6110,184,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
509,6352,230,20,0,1045,20,646,328,33.5,22,6.05000019073486,150
510,4396,30,52.4017467248908,0,1251,17,426,298,20.5,24,6.25,150
511,5093,60,52.4017467248908,0,1251,17,426,298,20.5,24,6.25,150
512,5625,90,52.4017467248908,0,1251,17,426,298,20.5,24,6.25,150
513,5911,200,52.4017467248908,0,1251,17,426,298,20.5,24,6.25,150
514,1268,50,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
515,1360,75,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
516,1724,50,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
517,1832,75,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
518,1960,50,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
519,1852,75,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
520,1420,50,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
521,2052,75,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
522,1928,50,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
523,1796,75,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
524,2348,50,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
525,2336,75,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
526,3625,41,20.0873362445415,0,951,17,2039,394,32.5,34.5,6.25,125
527,3868,64,20.0873362445415,0,951,17,2039,394,32.5,34.5,6.25,125
528,4486,41,20.0873362445415,0,568,22,1758,458,45,45,7.55000019073486,80
529,5069,64,20.0873362445415,0,568,22,1758,458,45,45,7.55000019073486,80
530,3702,41,30.1310043668122,0,951,17,2039,394,32.5,34.5,6.25,125
531,3238,64,30.1310043668122,0,951,17,2039,394,32.5,34.5,6.25,125
532,4565,41,30.1310043668122,0,568,22,1758,458,45,45,7.55000019073486,80
533,3372,64,30.1310043668122,0,568,22,1758,458,45,45,7.55000019073486,80
534,2084,46,20.0873362445415,0,1170,20,646,328,33.5,22,6.05000019073486,150
535,2416,92,20.0873362445415,0,1170,20,646,328,33.5,22,6.05000019073486,150
536,2540,138,20.0873362445415,0,1170,20,646,328,33.5,22,6.05000019073486,150
537,1964,64,20.0873362445415,0,756,20,929,865,42,31,7.34999990463257,147
538,2108,128,20.0873362445415,0,756,20,929,865,42,31,7.34999990463257,147
539,2164,192,20.0873362445415,0,756,20,929,865,42,31,7.34999990463257,147
540,2156,46,20.0873362445415,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
541,2040,46,20.0873362445415,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
542,2136,46,20.0873362445415,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
543,2196,92,30.1310043668122,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
544,2332,92,30.1310043668122,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
545,2492,92,30.1310043668122,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
546,2436,46,40.174672489083,0,1170,20,646,328,33.5,22,6.05000019073486,150
547,2568,92,40.174672489083,0,1170,20,646,328,33.5,22,6.05000019073486,150
548,2932,138,40.174672489083,0,1170,20,646,328,33.5,22,6.05000019073486,150
549,2008,64,40.174672489083,0,756,20,929,865,42,31,7.34999990463257,147
550,2324,128,40.174672489083,0,756,20,929,865,42,31,7.34999990463257,147
551,2464,192,40.174672489083,0,756,20,929,865,42,31,7.34999990463257,147
552,2552,46,60.2620087336245,0,1170,20,646,328,33.5,22,6.05000019073486,150
553,2728,92,60.2620087336245,0,1170,20,646,328,33.5,22,6.05000019073486,150
554,3084,138,60.2620087336245,0,1170,20,646,328,33.5,22,6.05000019073486,150
555,2160,64,60.2620087336245,0,756,20,929,865,42,31,7.34999990463257,147
556,2472,128,60.2620087336245,0,756,20,929,865,42,31,7.34999990463257,147
557,2596,192,60.2620087336245,0,756,20,929,865,42,31,7.34999990463257,147
558,3070,46,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
559,3860,46,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
560,4190,46,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
561,4960,46,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
562,3000,92,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
563,3950,92,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
564,4180,92,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
565,4660,92,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
566,3860,138,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
567,4180,138,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
568,4410,138,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
569,5100,138,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
570,3980,184,23,0,1786,19,782,362,28,38.5,5.09999990463257,150
571,4470,184,46,0,1786,19,782,362,28,38.5,5.09999990463257,150
572,5140,184,69,0,1786,19,782,362,28,38.5,5.09999990463257,150
573,5500,184,92,0,1786,19,782,362,28,38.5,5.09999990463257,150
574,4918,150,13.1004366812227,0,1443,17,426,298,20.5,24,6.25,150
575,5167,150,26.2008733624454,0,1443,17,426,298,20.5,24,6.25,150
576,5346,150,39.3013100436681,0,1443,17,426,298,20.5,24,6.25,150
577,5240,150,65.5021834061135,0,1443,17,426,298,20.5,24,6.25,150
578,1268,50,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
579,1360,75,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
580,1724,50,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
581,1832,75,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
582,1960,50,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
583,1852,75,22,0,1262,20,646,328,33.5,22,6.05000019073486,150
584,1420,50,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
585,2052,75,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
586,1928,50,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
587,1796,75,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
588,2348,50,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
589,2336,75,33,0,1262,20,646,328,33.5,22,6.05000019073486,150
590,2720,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
591,2790,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
592,4350,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
593,3990,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
594,5360,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
595,4790,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
596,2444,41,0,0,951,17,2039,394,32.5,34.5,6.25,125
597,2909,64,0,0,951,17,2039,394,32.5,34.5,6.25,125
598,3730,41,0,0,568,22,1758,458,45,45,7.55000019073486,80
599,3418,64,0,0,568,22,1758,458,45,45,7.55000019073486,80
600,2444,41,0,0,951,17,2039,394,32.5,34.5,6.25,125
601,2909,64,0,0,951,17,2039,394,32.5,34.5,6.25,125
602,3730,41,0,0,568,22,1758,458,45,45,7.55000019073486,80
603,3418,64,0,0,568,22,1758,458,45,45,7.55000019073486,80
604,1856,46,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
605,2300,92,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
606,2060,138,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
607,1268,64,0,0,756,20,929,865,42,31,7.34999990463257,147
608,1304,128,0,0,756,20,929,865,42,31,7.34999990463257,147
609,1224,192,0,0,756,20,929,865,42,31,7.34999990463257,147
610,1616,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
611,1616,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
612,1616,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
613,1736,92,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
614,1736,92,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
615,1736,92,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
616,1856,46,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
617,2300,92,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
618,2060,138,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
619,1268,64,0,0,756,20,929,865,42,31,7.34999990463257,147
620,1304,128,0,0,756,20,929,865,42,31,7.34999990463257,147
621,1224,192,0,0,756,20,929,865,42,31,7.34999990463257,147
622,1856,46,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
623,2300,92,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
624,2060,138,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
625,1268,64,0,0,756,20,929,865,42,31,7.34999990463257,147
626,1304,128,0,0,756,20,929,865,42,31,7.34999990463257,147
627,1224,192,0,0,756,20,929,865,42,31,7.34999990463257,147
628,1810,46,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
629,1810,46,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
630,1810,46,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
631,1810,46,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
632,2080,92,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
633,2080,92,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
634,2080,92,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
635,2080,92,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
636,2370,138,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
637,2370,138,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
638,2370,138,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
639,2370,138,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
640,3510,184,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
641,3510,184,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
642,3510,184,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
643,3510,184,0,0,1786,19,782,362,28,38.5,5.09999990463257,150
644,4275,150,0,0,1443,17,426,298,20.5,24,6.25,150
645,4275,150,0,0,1443,17,426,298,20.5,24,6.25,150
646,4275,150,0,0,1443,17,426,298,20.5,24,6.25,150
647,4275,150,0,0,1443,17,426,298,20.5,24,6.25,150
648,1288,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
649,1288,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
650,1176,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
651,1176,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
652,1648,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
653,1648,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
654,1288,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
655,1288,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
656,1332,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
657,1332,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
658,1652,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
659,1652,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
660,1468,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
661,1468,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
662,1408,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
663,1408,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
664,1904,50,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
665,1904,75,0,0,1262,20,646,328,33.5,22,6.05000019073486,150
666,2444,41,0,0,951,17,2039,394,32.5,34.5,6.25,125
667,2909,64,0,0,951,17,2039,394,32.5,34.5,6.25,125
668,3730,41,0,0,568,22,1758,458,45,45,7.55000019073486,80
669,3418,64,0,0,568,22,1758,458,45,45,7.55000019073486,80
670,560,18,0,0,702,22,2037,1123,40.5,14,7.05000019073486,75
671,800,41,0,0,702,22,2037,1123,40.5,14,7.05000019073486,75
672,840,64,0,0,702,22,2037,1123,40.5,14,7.05000019073486,75
673,720,18,0,0,674,22,1708,934,36,14,8.05000019073486,150
674,960,41,0,0,674,22,1708,934,36,14,8.05000019073486,150
675,1120,64,0,0,674,22,1708,934,36,14,8.05000019073486,150
676,1856,46,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
677,2300,92,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
678,2060,138,0,0,1170,20,646,328,33.5,22,6.05000019073486,150
679,1268,64,0,0,756,20,929,865,42,31,7.34999990463257,147
680,1304,128,0,0,756,20,929,865,42,31,7.34999990463257,147
681,1224,192,0,0,756,20,929,865,42,31,7.34999990463257,147
682,1616,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
683,1736,92,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
684,2344,50,0,0,873,19,804,442,30.5,28.5,5.84999990463257,51
685,2524,75,0,0,873,19,804,442,30.5,28.5,5.84999990463257,51
686,2640,100,0,0,873,19,804,442,30.5,28.5,5.84999990463257,51
687,2060,50,0,0,1547,17,668,395,39,38.5,5.84999990463257,1
688,2340,75,0,0,1547,17,668,395,39,38.5,5.84999990463257,1
689,2452,100,0,0,1547,17,668,395,39,38.5,5.84999990463257,1
690,880,18,0,0,712,21,1048,917,38.5,21.5,7.40000009536743,150
691,920,41,0,0,712,21,1048,917,38.5,21.5,7.40000009536743,150
692,840,64,0,0,712,21,1048,917,38.5,21.5,7.40000009536743,150
693,3672,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
694,4312,69,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
695,4352,92,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
696,3040,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
697,3628,69,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
698,3968,92,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
699,3668,46,0,0,1347,19,1104,514,26.5,42.5,5.40000009536743,115
